source;target;weight
USA;Belgium;7331230
USA;Brazil;66263780
USA;Canada;58685010
USA;Chile;45834
USA;China;25082980
USA;Colombia;8033
USA;Croatia;34017410
USA;Denmark;5537909
USA;Finland;11189750
USA;France;27081932
USA;Germany;79563062
USA;Guatemala;3000800
USA;Indonesia;27488
USA;Italy;21675190
USA;Japan;61410252
USA;South Korea;53291134
USA;Malaysia;27684
USA;Mexico;18589348
USA;Morocco;12382607
USA;Netherlands;40210233
USA;Norway;1232776
USA;Pakistan;2993984
USA;Peru;32741
USA;Poland;22909300
USA;Portugal;9575300
USA;Qatar;38000
USA;Romania;1450920
USA;Serbia;15765
USA;India;66274316
USA;Slovakia;13080918
USA;Spain;39013315
USA;Sweden;23159705
USA;Thailand;16496
USA;Turkey;15842021
USA;Ukraine;70815140
USA;Egypt;9665832
USA;United Kingdom;15025350
Belgium;Austria;74081.847
Belgium;Cameroon;26.298
Belgium;Denmark;24942.458
Belgium;Ecuador;1383.393
Belgium;France;2768451.716
Belgium;Germany;4849675.482
Belgium;Luxembourg;59571.878
Belgium;Netherlands;239541.729
Belgium;Portugal;1256.605
Belgium;Slovakia;3241.809
Belgium;Spain;627.098
Belgium;Sweden;428325.581
Belgium;Switzerland;5669.342
Belgium;United Kingdom;290103.2
Bulgaria;Romania;92824.862
Bulgaria;North Macedonia;4372.521
Belarus;Germany;5400
China;Myanmar;43298
China;Chile;1740
China;Indonesia;7992
China;Japan;12822
China;Jordan;13500
China;South Korea;4606711
China;Malaysia;6741
China;Mongolia;1274
China;Niger;490
China;Thailand;13912
Colombia;Brazil;722.99
Czechia;Poland;6109
Czechia;Slovakia;29792
Denmark;Germany;197.428
France;Belgium;64651.847
France;Côte d'Ivoire;19432.585
France;Portugal;2327.678
France;Switzerland;24681.617
Germany;Austria;90050.577
Germany;Croatia;82154.105
Germany;Czechia;84.643
Germany;Indonesia;75127.574
Germany;Israel;4928.094
Germany;Italy;7162.9
Germany;Malaysia;9463.54
Germany;Norway;5877.975
Germany;Poland;14459.818
Germany;Qatar;24217.257
Germany;Serbia;36308.252
Germany;Slovenia;8505.43
Germany;Sweden;10496.888
Germany;Switzerland;63797.189
Germany;Turkey;31741.065
Germany;Egypt;133448.842
Greece;Albania;1587.053
Greece;Bulgaria;64955.151
Ireland;United Kingdom;2121.949
Italy;Austria;122359.454
Italy;Cyprus;1222.619
Italy;Czechia;596.027
Italy;Finland;403.229
Italy;France;68928.662
Italy;Germany;4256.829
Italy;Greece;25772.569
Italy;Hungary;4976.294
Italy;Kuwait;10427.528
Italy;Poland;201.027
Italy;Portugal;357.381
Italy;Slovenia;165737.734
Italy;Spain;4834.047
Italy;Switzerland;193881.479
Italy;North Macedonia;42771.673
Kazakhstan;Kyrgyzstan;6386.65
Kazakhstan;Russian Federation;338807.91
Kyrgyzstan;Uzbekistan;16135
Malaysia;Indonesia;96087.423
Mongolia;China;21737.72
Netherlands;Austria;100814.325
Netherlands;Belgium;73178.438
Netherlands;Cyprus;86.994
Netherlands;France;318280.59
Netherlands;Germany;1146133.414
Netherlands;Luxembourg;24162.004
Netherlands;Malta;61.131
Netherlands;Poland;3216.428
Netherlands;Spain;8311.457
Netherlands;United Kingdom;255.104
Peru;Bolivia;44434.4
Peru;Brazil;3175876.85
Peru;Chile;42004.59
Peru;Colombia;17416.32
Peru;Ecuador;141743.97
Peru;Honduras;29051.75
Peru;Mexico;414610.98
Peru;Spain;480
Peru;USA;6663.25
Poland;Czechia;311383
Poland;Germany;24039
Poland;Hungary;64257
Poland;Italy;53703
Poland;Slovakia;78692
Poland;Ukraine;3179
Portugal;Angola;4325.014
Russian Federation;Belgium;755013.02
Russian Federation;Belize;179712.55
Russian Federation;Bulgaria;232773.75
Russian Federation;Belarus;13641
Russian Federation;Canada;1023198.3
Russian Federation;China;21800914.37
Russian Federation;Czechia;393778.8
Russian Federation;Estonia;10919.83
Russian Federation;France;3128694.98
Russian Federation;Georgia;99555.62
Russian Federation;Germany;3315212.36
Russian Federation;Japan;14174797.35
Russian Federation;Kazakhstan;837085
Russian Federation;South Korea;17178560
Russian Federation;Kyrgyzstan;85052
Russian Federation;Moldova;621677.98
Russian Federation;Morocco;492859.08
Russian Federation;Netherlands;2987245.53
Russian Federation;Norway;1613497.01
Russian Federation;Poland;3022784.48
Russian Federation;Romania;1524287.36
Russian Federation;India;5728687.78
Russian Federation;Slovakia;1689795.39
Russian Federation;Slovenia;932050.35
Russian Federation;Spain;238215.64
Russian Federation;Sweden;71432.55
Russian Federation;Turkey;2991687.37
Russian Federation;Turkmenistan;347371.47
Russian Federation;Ukraine;22268813.6
Russian Federation;United Kingdom;264395.25
India;Bangladesh;13389.923
India;Bhutan;10650.28
India;Oman;27373.879
India;Nepal;1244.838
India;United Arab Emirates;13793.619
Slovakia;Czechia;185436.004
Slovakia;Germany;84078.554
Slovakia;Italy;103632.226
Slovakia;Slovenia;21279.445
Viet Nam;China;203886.51
Viet Nam;Indonesia;1165872.415
Viet Nam;Japan;6466278.5
Viet Nam;South Korea;1185677
Viet Nam;Laos;160975
Viet Nam;Malaysia;1279064.616
Viet Nam;Philippines;7432.4
Viet Nam;India;1272031.426
Viet Nam;Singapore;660000
Viet Nam;Thailand;757059.06
Slovenia;Austria;6412.51
Slovenia;Bosnia Herzegovina;675.48
Slovenia;Bulgaria;6473.17
Slovenia;Hungary;6170.97
Slovenia;Montenegro;11807.8
Slovenia;Serbia;54430.93
Slovenia;North Macedonia;5471.73
South Africa;Brazil;5102620.862
South Africa;Congo (Democratic Republic);280496.136
South Africa;Czechia;100.763
South Africa;Malaysia;321393.791
South Africa;Namibia;5887.263
South Africa;Saudi Arabia;45701.75
South Africa;India;2398305.213
South Africa;Zimbabwe;8994.104
South Africa;Ukraine;7430909.824
South Africa;Zambia;9.872
Spain;Algeria;75921.924
Spain;France;38609.208
Spain;Italy;612335.142
Spain;Portugal;104171.166
Spain;Tunisia;25690.042
Sudan;Jordan;300
Eswatini;South Africa;218468.112
Thailand;Myanmar;9500.84
Thailand;Indonesia;158079.94
Thailand;Japan;40889.91
Thailand;Malaysia;481759.81
Thailand;Qatar;475000
Thailand;Singapore;53599.96
United Arab Emirates;Mauritius;12928.16
United Arab Emirates;Oman;435.67
United Arab Emirates;Seychelles;47158.424
United Arab Emirates;USA;1847.787
Turkey;Georgia;6318
Turkey;Iraq;75150
Turkey;Kazakhstan;486
United Kingdom;Belgium;176909.221
United Kingdom;Canada;46510.65
United Kingdom;France;21183.578
United Kingdom;Ireland;838920.14
United Kingdom;Italy;8257.938
United Kingdom;Norway;452117.481
United Kingdom;Poland;10423.435
United Kingdom;Saudi Arabia;11247.38
United Kingdom;Turkey;27875.492
USA;Canada;638874
USA;Chile;45834
USA;Indonesia;12824
USA;Mexico;152261
USA;Peru;32741
USA;Qatar;38000
USA;India;15689
USA;Spain;9256
USA;Thailand;16496
Argentina;Brazil;35564.68
Botswana;South Africa;375490.544
Botswana;Zimbabwe;91489.994
Botswana;Zambia;15156.279
Malawi;Rwanda;20341.247
Moldova;Romania;4510
Singapore;Malaysia;5668.921
Ukraine;Czechia;444.35
Ukraine;Moldova;5711.95
Ukraine;Poland;1432.33
Ukraine;Russian Federation;7879254.43
Ukraine;Slovakia;5111483.55
Egypt;Bahrain;434473.066
Egypt;Kuwait;49976.184
Egypt;Oman;105203.555
Egypt;Saudi Arabia;1924565.909
Egypt;Sudan;66027.588
Egypt;United Arab Emirates;435505.587
Belgium;France;14431.651
Belgium;Germany;248057.963
Belgium;Netherlands;1141.82
Bulgaria;Greece;68012.985
Bulgaria;Serbia;343977.053
Belarus;Poland;929900
Cambodia;China;162342
Cambodia;Thailand;560732
Canada;Chile;1759.672
Canada;Italy;10281.944
Canada;Japan;4399.974
Canada;South Korea;15680.758
Canada;Netherlands;1830055.182
Canada;Viet Nam;8784.081
Canada;Spain;10800.008
Canada;United Kingdom;13413.336
Canada;USA;539845.711
Czechia;Austria;1641342
Czechia;Bosnia Herzegovina;481327
Czechia;Germany;417769
Czechia;Hungary;212636
Czechia;Poland;816969
Czechia;Slovakia;2948609
Czechia;Sweden;48494
Dominican Republic;USA;23
France;Germany;23223.879
France;Japan;27.039
France;Poland;57.604
Germany;Austria;738.274
Germany;Netherlands;752231.499
Germany;Switzerland;25970.069
Indonesia;Bangladesh;11940437.44
Indonesia;Cambodia;15312876.42
Indonesia;China;130925205.7
Indonesia;Hong Kong;29714051.5
Indonesia;Japan;49243269.17
Indonesia;South Korea;113818240.3
Indonesia;Malaysia;74393442.29
Indonesia;Pakistan;3721055
Indonesia;Philippines;71403711.68
Indonesia;India;339278598.9
Indonesia;Singapore;648370.32
Indonesia;Viet Nam;20382223.41
Indonesia;Spain;17487883.73
Indonesia;Thailand;43044017.28
Indonesia;United Arab Emirates;3784838.45
Indonesia;USA;4307575.4
Ireland;United Kingdom;1556538.331
Italy;Austria;113337.938
Italy;Slovakia;129.315
Japan;Australia;1779.443
Kazakhstan;Belarus;14407
Kazakhstan;Finland;2647865.8
Kazakhstan;Georgia;23117.51
Kazakhstan;Kyrgyzstan;464638.29
Kazakhstan;Moldova;57333.26
Kazakhstan;Russian Federation;16193518.83
Kazakhstan;Switzerland;4218900
Kazakhstan;Ukraine;141374.16
Kazakhstan;Uzbekistan;277001.05
South Korea;Viet Nam;2878
Kyrgyzstan;Tajikistan;5742
Kyrgyzstan;Uzbekistan;251811
Laos;China;162342
Laos;Thailand;560732
Latvia;Estonia;9263.689
Latvia;Lithuania;120964.023
Lithuania;Latvia;4790
Lithuania;Poland;5301
Malaysia;Bangladesh;421454.278
Malaysia;China;4012219.803
Malaysia;Viet Nam;1014532.46
Mongolia;China;3275307.75
Mozambique;Malawi;129866.6
Mozambique;India;7513700
Mozambique;South Africa;1636393
Mozambique;United Arab Emirates;1963672
Netherlands;Australia;3739356.088
Netherlands;Austria;27511.274
Netherlands;Belgium;109256.273
Netherlands;Canada;1977953.87
Netherlands;Croatia;57.604
Netherlands;France;147575.967
Netherlands;Germany;3938045.75
Netherlands;Iceland;1381811.997
Netherlands;Luxembourg;121549.469
Netherlands;Malta;130.491
Netherlands;Russian Federation;433196.177
Poland;Austria;5621782
Poland;Bulgaria;538717
Poland;Czechia;6376050
Poland;Germany;13610074
Poland;Hungary;1733748
Poland;Lithuania;273
Poland;Norway;268181
Poland;Romania;613678
Poland;Slovakia;2816605
Poland;Slovenia;5215
Poland;Sweden;11487
Poland;Ukraine;1852327
Russian Federation;Belarus;11000
India;Bhutan;185854.14
India;Nepal;523300.929
India;Sudan;89.152
Slovakia;Czechia;410054.59
Slovakia;Serbia;733299.718
Viet Nam;Laos;187404.96
South Africa;Botswana;2005.978
South Africa;Brazil;2268115.406
South Africa;China;14.625
South Africa;Lesotho;312837.18
South Africa;Mozambique;86093.542
South Africa;Namibia;31144.755
South Africa;Netherlands;577.963
South Africa;Poland;29.249
South Africa;India;1301365.009
South Africa;Zimbabwe;744.244
South Africa;Eswatini;221038.963
South Africa;United Arab Emirates;1.828
South Africa;Ukraine;1370936.966
South Africa;Zambia;62.008
Spain;France;177597.007
Spain;Portugal;43345.975
Eswatini;South Africa;624388.679
Thailand;Germany;0.97
Thailand;Hong Kong;4.99
Thailand;Laos;15434.99
Thailand;Viet Nam;5130.54
United Arab Emirates;Saudi Arabia;2080.326
Turkey;Bulgaria;11635
Turkey;Finland;528
Turkey;Syria;14352
United Kingdom;Ireland;75392.306
United Kingdom;New Zealand;3301.063
United Kingdom;Norway;3452.911
United Kingdom;Switzerland;12755.306
USA;Austria;10372
USA;Canada;155505
USA;South Korea;10964415
USA;Mexico;6907961
Argentina;Brazil;51045.22
Botswana;South Africa;148789.862
Botswana;Zimbabwe;110446.643
Botswana;Zambia;14779.45
Ukraine;Azerbaijan;101.15
Ukraine;Russian Federation;6087139.65
Ukraine;Slovakia;3501087.34
Egypt;Oman;22745.264
Argentina;Bolivia;167.28
Argentina;Uruguay;19.68
Moldova;Romania;4510
Singapore;China;487882.198
Singapore;Indonesia;446.132
Singapore;Maldives;373.129
Singapore;Qatar;219.01
Egypt;Bahrain;221630.792
Egypt;Iran;210197.276
Egypt;Jordan;37050.716
Egypt;Kuwait;247475.28
Egypt;Oman;48374.481
Egypt;Saudi Arabia;596760.374
Egypt;Syria;237071.663
Egypt;United Arab Emirates;254917.103
Botswana;South Africa;77009.684
Malawi;Rwanda;37836.406
Singapore;Indonesia;2593.467
Trinidad and Tobago;Barbados;1193.805
Ukraine;Poland;1480.06
Belgium;France;20752.385
Belgium;Luxembourg;49.206
Belgium;Netherlands;4471.11
China;Japan;730416
Croatia;Slovenia;1
Czechia;Austria;2390
Czechia;Germany;249
Czechia;Italy;7116
Czechia;Slovakia;74
Denmark;Sweden;1510.892
France;Belgium;4397.882
France;Germany;55.105
France;Italy;215.732
France;Luxembourg;23.449
France;Netherlands;8917.7
France;Spain;89.107
Germany;Austria;24531.246
Germany;France;18742.065
Germany;Netherlands;584.552
Germany;Poland;691.368
Indonesia;Saudi Arabia;11952
Indonesia;USA;2880
Ireland;United Kingdom;415299.83
Italy;Austria;323.916
Italy;Croatia;2.273
Italy;Czechia;163.663
Italy;France;561.455
Italy;Germany;942.198
Italy;Slovenia;2.273
Italy;Spain;1550.251
Italy;United Kingdom;710.342
Latvia;Estonia;2679.785
Latvia;Lithuania;3098.832
Luxembourg;Belgium;82.072
Luxembourg;France;5.862
Luxembourg;Germany;265.913
Malaysia;China;2672.02
Malaysia;Denmark;24335.773
Malaysia;Japan;3458.598
Malaysia;Saudi Arabia;31644.582
Namibia;South Africa;25603.416
Netherlands;Belgium;72891.806
Netherlands;France;55244.897
Netherlands;Germany;42972.818
Netherlands;Luxembourg;732.451
Netherlands;United Kingdom;62.211
Poland;Belgium;4
Poland;Czechia;28905
Poland;Germany;4770
Poland;Italy;19
Poland;Netherlands;24
Poland;Russian Federation;5066
Poland;Slovakia;2058
Poland;United Kingdom;959
Romania;Italy;158.08
India;Nepal;114023.761
South Africa;Botswana;9158.782
South Africa;Cyprus;3300.213
South Africa;Lesotho;2321.678
South Africa;Mozambique;3855800.69
South Africa;Oman;5907.652
South Africa;Namibia;17650.362
South Africa;New Zealand;1617.823
South Africa;Saint Helena;1329.362
South Africa;Saudi Arabia;8896.745
South Africa;Zimbabwe;110.739
South Africa;Eswatini;376.54
South Africa;United Arab Emirates;7490.314
Spain;France;30919.019
Spain;Italy;33.582
Spain;Portugal;13.78
Eswatini;South Africa;819073.925
Sweden;Denmark;1668.657
Sweden;Netherlands;1787.847
Sweden;Norway;119.19
United Arab Emirates;Bahrain;542.268
United Kingdom;France;208941.192
United Kingdom;Ireland;594102.558
United Kingdom;Italy;67.354
United Kingdom;Poland;125.464
USA;Belgium;8069
USA;Canada;6675
USA;Dominican Republic;2963
USA;South Korea;4253
Philippines;China;2331000
Australia;Argentina;4149626.412
Australia;Brazil;68503597.04
Australia;Chile;25530478.69
Australia;China;508690305.6
Australia;France;67348506.38
Australia;Germany;17509439.24
Australia;Hong Kong;7231346.412
Australia;Indonesia;63468014.25
Australia;Japan;1015908504
Australia;South Korea;489546767.9
Australia;Malaysia;48705025.29
Australia;Netherlands;50364671.35
Australia;New Caledonia;6735991.337
Australia;New Zealand;3198700.462
Australia;Philippines;5496803.787
Australia;Poland;11613186.86
Australia;India;557471715.1
Australia;Singapore;2485.75
Australia;Viet Nam;27575695.84
Australia;South Africa;23044152.24
Australia;Spain;29697488.58
Australia;Thailand;12676517.51
Australia;Turkey;14922828.03
Australia;United Kingdom;22643920.56
Belgium;Austria;275566.03
Belgium;France;4834869.992
Belgium;Germany;2213397.908
Belgium;Hungary;465420.187
Belgium;Luxembourg;706.78
Belgium;Netherlands;317193.192
Belgium;United Kingdom;529.595
Brazil;Argentina;18720
Bulgaria;Serbia;6872.299
Bulgaria;North Macedonia;59960.992
Belarus;Poland;687200
Canada;Brazil;14162018.57
Canada;China;35095840.76
Canada;Croatia;11479387.52
Canada;Denmark;5207459.639
Canada;Finland;5127520.821
Canada;Italy;10783507.83
Canada;Japan;89227795.74
Canada;South Korea;56729480.05
Canada;Mexico;7652466.822
Canada;Poland;12664189.43
Canada;India;62221465.71
Canada;Sweden;9352204.474
Canada;Ukraine;10836014.72
Canada;USA;11924478.46
China;Japan;23282214
China;North Korea;81347
China;South Korea;37275545
China;Malaysia;35787
Colombia;Argentina;3937233.11
Colombia;Brazil;40178453.35
Colombia;Canada;5114845.06
Colombia;Chile;42212887.22
Colombia;Dominican Republic;10498602.68
Colombia;France;14009777.21
Colombia;Gabon;269152
Colombia;Guatemala;5980649.02
Colombia;Israel;11422193.34
Colombia;Italy;10057202.99
Colombia;Japan;8257780.58
Colombia;South Korea;8468799.08
Colombia;Mexico;18279406.81
Colombia;Morocco;2844979.2
Colombia;Netherlands;46529812.74
Colombia;Poland;3331985.97
Colombia;Portugal;11081980.8
Colombia;Slovenia;6525441
Colombia;Spain;31892228.51
Colombia;Turkey;175325519.5
Colombia;USA;14034652.15
Croatia;Bosnia Herzegovina;64368
Czechia;Austria;5314811
Czechia;Hungary;1259613
Czechia;Poland;6589572
Czechia;Slovakia;8896764
Denmark;Greenland;7775.261
France;Belgium;8.207
France;Kuwait;9475.789
France;Portugal;55321.164
France;Spain;478027.898
France;Thailand;221736.051
Germany;Austria;44033.933
Germany;Czechia;29700.661
Germany;Denmark;325817.535
Germany;Poland;158256.411
Germany;Sweden;98169.589
Indonesia;Bangladesh;11626732.14
Indonesia;Cambodia;244408.82
Indonesia;China;74237559.39
Indonesia;Hong Kong;5152262.5
Indonesia;Iran;5225000
Indonesia;Italy;11086419.48
Indonesia;Japan;206895910.1
Indonesia;South Korea;61361635.24
Indonesia;Malaysia;71635477.91
Indonesia;Pakistan;3993843.05
Indonesia;Philippines;27183326.08
Indonesia;India;88512331.43
Indonesia;Singapore;1156243.47
Indonesia;Viet Nam;19752701.49
Indonesia;Thailand;30933269.09
Ireland;United Kingdom;671242.225
Italy;Slovenia;29.55
Japan;Indonesia;129386.561
Kazakhstan;Russian Federation;4301346.79
Kyrgyzstan;Uzbekistan;18334
Lithuania;Latvia;38392
Lithuania;Poland;1102166
Lithuania;Slovakia;25386
Malaysia;Singapore;2121068.213
Mongolia;China;187764020.3
Mongolia;Hong Kong;2881795.75
Mongolia;Singapore;2460877.43
Mongolia;United Kingdom;2844570.18
Netherlands;Austria;400630.852
Netherlands;Belgium;1579292.731
Netherlands;Denmark;9082.864
Netherlands;France;5101892.355
Netherlands;Germany;42134677.85
Netherlands;Ireland;1323619.137
Netherlands;Luxembourg;889889.473
Netherlands;Malta;572500.995
Netherlands;Slovakia;407163.049
Netherlands;United Kingdom;2483508.433
Poland;Austria;3733857
Poland;Czechia;23693136
Poland;Hungary;43234
Poland;Slovakia;3932701
Poland;Ukraine;4428922
Poland;United Kingdom;1146
Russian Federation;Albania;535279.03
Russian Federation;Austria;1010956.23
Russian Federation;Belgium;1294069.92
Russian Federation;Brazil;24257972.99
Russian Federation;Bulgaria;2762317.38
Russian Federation;Myanmar;2287224.71
Russian Federation;Belarus;1243997
Russian Federation;China;115296007.9
Russian Federation;Croatia;267809
Russian Federation;Cyprus;7606787.26
Russian Federation;Czechia;275668.18
Russian Federation;Denmark;5827938.26
Russian Federation;Estonia;556427.71
Russian Federation;Finland;8603409.56
Russian Federation;France;37909904.34
Russian Federation;Germany;39554020.18
Russian Federation;Greece;916294.49
Russian Federation;Hong Kong;3227496.77
Russian Federation;Hungary;157446.13
Russian Federation;Indonesia;3068263.4
Russian Federation;Ireland;600487.33
Russian Federation;Israel;16815819.04
Russian Federation;Italy;16352227.56
Russian Federation;Japan;135371494.4
Russian Federation;South Korea;121770787.6
Russian Federation;Lebanon;478315.22
Russian Federation;Latvia;13839202.45
Russian Federation;Lithuania;1690656.06
Russian Federation;Luxembourg;111639.38
Russian Federation;Malaysia;19967675.3
Russian Federation;Morocco;16442857.67
Russian Federation;Netherlands;81814303.76
Russian Federation;Pakistan;343542.56
Russian Federation;Philippines;646244.8
Russian Federation;Poland;61293566.37
Russian Federation;Romania;10961587.57
Russian Federation;Serbia;406281.35
Russian Federation;India;15153280.47
Russian Federation;Slovakia;4962490.78
Russian Federation;Viet Nam;11141140.27
Russian Federation;Spain;18252320.17
Russian Federation;Sweden;3455695.19
Russian Federation;Switzerland;677710.52
Russian Federation;Thailand;652050.28
Russian Federation;Turkey;76874542.53
Russian Federation;Ukraine;79739942.35
Russian Federation;Egypt;1859028.61
Russian Federation;United Kingdom;140146372.7
South Africa;Argentina;7.103
South Africa;Bangladesh;6215696.345
South Africa;Brazil;5004464.151
South Africa;Sri Lanka;27821020.52
South Africa;Djibouti;10173713.72
South Africa;Germany;595.745
South Africa;Israel;15223963.04
South Africa;Italy;1932929.936
South Africa;South Korea;97648714.59
South Africa;Madagascar;4881791.207
South Africa;Malaysia;6809436.938
South Africa;Mauritius;3721279.057
South Africa;Mozambique;10103663.69
South Africa;Pakistan;46623815.6
South Africa;Senegal;11983213.37
South Africa;India;229557899
South Africa;Spain;14832291.3
South Africa;Eswatini;95596.791
South Africa;United Arab Emirates;7597949.345
South Africa;Turkey;18927909.18
South Africa;Egypt;4596169.877
South Africa;Yemen;4289419.896
Spain;Croatia;1266270.086
Spain;France;96103.466
Spain;Portugal;48707.23
Thailand;Indonesia;46577.8
Thailand;Japan;16369.75
Turkey;Cyprus;20234
Turkey;Georgia;15777
Turkey;Iraq;426
Turkey;Syria;4279
United Kingdom;France;20450.637
United Kingdom;Germany;10215.413
United Kingdom;Ireland;4576828.764
United Kingdom;Oman;43661.482
United Kingdom;Netherlands;79567.967
United Kingdom;Pakistan;28612.402
United Kingdom;Poland;511477.23
United Kingdom;India;121186.367
United Kingdom;Spain;25601.265
United Kingdom;Thailand;48853.052
United Kingdom;Trinidad and Tobago;1240.113
USA;Argentina;9008875
USA;Belgium;10985638
USA;Brazil;107217121
USA;Canada;47407130
USA;China;39060
USA;Croatia;1100000
USA;Finland;8648200
USA;France;16912135
USA;Germany;34307167
USA;Greece;1243820
USA;Guatemala;2336400
USA;Honduras;3430000
USA;Indonesia;14664
USA;Italy;47161393
USA;Jamaica;2944900
USA;Japan;22949279
USA;South Korea;30065934
USA;Malaysia;27684
USA;Mexico;8412836
USA;Morocco;32082174
USA;Netherlands;71762099
USA;Norway;1435284
USA;Panama;2168782
USA;Poland;9821555
USA;Romania;10005834
USA;India;122594741
USA;Viet Nam;26866
USA;Spain;4992528
USA;Turkey;16536941
USA;Ukraine;78671202
USA;Egypt;20132608
USA;United Kingdom;35079820
Zambia;Congo (Democratic Republic);4072.589
Botswana;South Africa;40455.946
Singapore;USA;1.475
Philippines;China;2331000
Australia;Argentina;4149626.412
Australia;Brazil;68503597.04
Australia;Chile;25530478.69
Australia;China;508690305.6
Australia;France;67348506.38
Australia;Germany;17509439.24
Australia;Hong Kong;7231346.412
Australia;Indonesia;63468014.25
Australia;Japan;1015908504
Australia;South Korea;489546767.9
Australia;Malaysia;48705025.29
Australia;Netherlands;50364671.35
Australia;New Caledonia;6735991.337
Australia;New Zealand;3198700.462
Australia;Philippines;5496803.787
Australia;Poland;11613186.86
Australia;India;557471715.1
Australia;Singapore;2485.75
Australia;Viet Nam;27575695.84
Australia;South Africa;23044152.24
Australia;Spain;29697488.58
Australia;Thailand;12676517.51
Australia;Turkey;14922828.03
Australia;United Kingdom;22643920.56
Belgium;Austria;345801.809
Belgium;Colombia;1142.037
Belgium;France;7265216.636
Belgium;Germany;9084071.947
Belgium;Hungary;465420.187
Belgium;Italy;13665.321
Belgium;Luxembourg;85652.914
Belgium;Netherlands;807386.709
Belgium;Norway;108273.495
Belgium;Slovakia;3335.928
Belgium;Spain;8735.819
Belgium;Switzerland;229405.183
Belgium;United Kingdom;226850.184
Brazil;Argentina;18720
Brazil;Colombia;4684
Bulgaria;Greece;36027.363
Bulgaria;Romania;43759.6
Bulgaria;Serbia;102521.601
Bulgaria;North Macedonia;59960.992
Belarus;Poland;2478500
Cambodia;China;288400
Cambodia;Thailand;552492
Canada;Brazil;14162018.57
Canada;China;35100722.21
Canada;Croatia;11479387.52
Canada;Denmark;5207459.639
Canada;Finland;5127520.821
Canada;Guatemala;31.311
Canada;Italy;10810601.59
Canada;Japan;89233245.5
Canada;South Korea;56729480.05
Canada;Mexico;7652466.822
Canada;Poland;12664189.43
Canada;India;62221465.71
Canada;Spain;149130.776
Canada;Sweden;9352204.474
Canada;Ukraine;10836014.72
Canada;United Kingdom;5543.685
Canada;USA;12267838.62
Chile;Netherlands;2855598
Chile;India;5661640
China;Myanmar;118283
China;Hong Kong;7603
China;Japan;31317075
China;Jordan;13500
China;North Korea;81347
China;South Korea;53139856
China;Madagascar;5551
China;Malaysia;44366
China;Saudi Arabia;41790
China;Thailand;20137
Colombia;Argentina;3937233.11
Colombia;Brazil;40178453.35
Colombia;Canada;5114845.06
Colombia;Chile;42212887.22
Colombia;Dominican Republic;10498602.68
Colombia;France;14009777.21
Colombia;Gabon;269152
Colombia;Guatemala;5980649.02
Colombia;Israel;11422193.34
Colombia;Italy;10057202.99
Colombia;Japan;8257780.58
Colombia;South Korea;8468799.08
Colombia;Mexico;18279406.81
Colombia;Morocco;2844979.2
Colombia;Netherlands;46529812.74
Colombia;Poland;3331985.97
Colombia;Portugal;11081980.8
Colombia;Slovenia;6525441
Colombia;Spain;31892228.51
Colombia;Turkey;175325519.5
Colombia;USA;14034652.15
Croatia;Bosnia Herzegovina;776206
Croatia;Slovenia;1
Czechia;Austria;5842821
Czechia;Bosnia Herzegovina;174123
Czechia;Germany;627250
Czechia;Hungary;1675234
Czechia;Italy;7159
Czechia;Poland;7644952
Czechia;Slovakia;12727765
Czechia;Slovenia;89764
Czechia;Sweden;40362
Denmark;Germany;78.857
Denmark;Greenland;7775.261
Denmark;Sweden;1510.892
Dominican Republic;USA;53.75
France;Belgium;256946.077
France;Germany;11383.375
France;Italy;215.732
France;Japan;58.623
France;Kuwait;9475.789
France;Luxembourg;23.449
France;Netherlands;8917.7
France;Portugal;55321.164
France;Spain;478117.005
France;Switzerland;16240.861
France;Thailand;221736.051
Germany;Austria;149754.578
Germany;Croatia;2423.897
Germany;Czechia;30186.615
Germany;Denmark;325817.535
Germany;France;18742.065
Germany;Luxembourg;7339.771
Germany;Netherlands;982024.556
Germany;Poland;2806589.84
Germany;Slovenia;18480.307
Germany;Spain;188892.591
Germany;Sweden;99073.415
Germany;Switzerland;117102.983
Germany;Turkey;21339.684
Germany;Egypt;133597.221
Greece;Bulgaria;52663.206
Greece;North Macedonia;31004.426
Indonesia;Bangladesh;30116265.61
Indonesia;Cambodia;9101963.9
Indonesia;China;170562643.9
Indonesia;Hong Kong;64313282.17
Indonesia;Iran;5225000
Indonesia;Italy;11086419.48
Indonesia;Japan;256449661.3
Indonesia;South Korea;169959371.6
Indonesia;Malaysia;151324145.7
Indonesia;New Zealand;2652208
Indonesia;Pakistan;3993843.05
Indonesia;Philippines;100634406.6
Indonesia;Saudi Arabia;11952
Indonesia;India;462768760.4
Indonesia;Singapore;1826695.98
Indonesia;Viet Nam;52326212.96
Indonesia;Spain;4391804.34
Indonesia;Thailand;61456012.79
Indonesia;USA;4270966.2
Ireland;United Kingdom;2893413.479
Italy;Austria;110898.671
Italy;Croatia;2.273
Italy;Cyprus;121.611
Italy;Czechia;7364.831
Italy;France;50848.021
Italy;Germany;4732.586
Italy;Greece;73161.868
Italy;Malta;172.755
Italy;Morocco;4933.755
Italy;Portugal;411.43
Italy;Qatar;3344.861
Italy;Romania;28260.266
Italy;Slovenia;187065.572
Italy;Spain;1550.251
Italy;Switzerland;150576.698
Italy;United Arab Emirates;3899.496
Italy;Tunisia;11951.939
Italy;North Macedonia;38567.62
Italy;United Kingdom;3826.757
