source;target;weight
Italy;Portugal;447.08
Italy;Portugal;447.08
Spain;Portugal;764362.008
Spain;Portugal;407291.436
Spain;Portugal;299207.533
Spain;Portugal;57863.039
Germany;Austria;298330.992
Germany;Austria;298330.992
Poland;Austria;25587593
Poland;Austria;8379169
Poland;Austria;17208424
Germany;France;6063.518
Germany;France;6063.518
Italy;France;92360.763
Italy;France;92360.763
Spain;France;190584.945
Spain;France;190584.945
Spain;Netherlands;157428.165
Spain;Netherlands;64961.407
Spain;Netherlands;92466.758
Germany;Estonia;816.541
Germany;Estonia;816.541
France;Germany;222751.241
France;Germany;199860.141
France;Germany;22891.101
Poland;Germany;38742539
Poland;Germany;139069
Poland;Germany;7
Poland;Germany;38603463
Spain;Germany;1072362.185
Spain;Germany;6025.485
Spain;Germany;1066336.699
Germany;Czechia;69992.808
Germany;Czechia;22282.575
Germany;Czechia;47710.232
Poland;Czechia;24583313
Poland;Czechia;157086
Poland;Czechia;16088869
Poland;Czechia;8337358
Spain;Italy;6446173.208
Spain;Italy;6446173.208
Germany;Serbia;10492.25
Germany;Serbia;10492.25
Italy;Serbia;4442.906
Italy;Serbia;4442.906
Poland;Serbia;304554
Poland;Serbia;304554
Germany;Russian Federation;3759.382
Germany;Russian Federation;3759.382
Lithuania;Russian Federation;994
Lithuania;Russian Federation;994
Spain;Russian Federation;1278.599
Spain;Russian Federation;1278.599
Lesotho;South Africa;176786.432
Lesotho;South Africa;176786.432
Zambia;South Africa;1870.194
Zambia;South Africa;1870.194
Germany;India;23702.847
Germany;India;23702.847
Germany;Croatia;6383.232
Germany;Croatia;6383.232
Zimbabwe;Congo (Democratic Republic);851.23
Zimbabwe;Congo (Democratic Republic);785.64
Zimbabwe;Congo (Democratic Republic);65.59
Zambia;Congo (Democratic Republic);27060.793
Zambia;Congo (Democratic Republic);27060.793
Italy;United Arab Emirates;1711.96
Italy;United Arab Emirates;1711.96
Lithuania;Belarus;621
Lithuania;Belarus;621
Spain;Denmark;600326.747
Spain;Denmark;600326.747
Germany;Switzerland;109469.355
Germany;Switzerland;83093.834
Germany;Switzerland;26375.52
Italy;Switzerland;499115.81
Italy;Switzerland;499115.81
Ireland;Canada;219088.328
Ireland;Canada;219088.328
Italy;Tunisia;23954.837
Italy;Tunisia;23954.837
Spain;Morocco;1278882.149
Spain;Morocco;1278882.149
Poland;Spain;766833
Poland;Spain;766833
Germany;Hungary;2535.653
Germany;Hungary;2535.653
Italy;Hungary;954.414
Italy;Hungary;633.126
Italy;Hungary;321.288
Poland;Hungary;3475744
Poland;Hungary;2152948
Poland;Hungary;1322796
Germany;Luxembourg;34415.589
Germany;Luxembourg;34415.589
Zimbabwe;Botswana;944.26
Zimbabwe;Botswana;944.26
Spain;Andorra;1700.935
Spain;Andorra;1700.935
Germany;Slovakia;10993.081
Germany;Slovakia;10993.081
Italy;Slovakia;1171.755
Italy;Slovakia;1171.755
Poland;Slovakia;8296938
Poland;Slovakia;6156568
Poland;Slovakia;2140370
Poland;North Macedonia;5546
Poland;North Macedonia;5546
Italy;Lebanon;34500.636
Italy;Lebanon;34500.636
Switzerland;Angola;531.162
Switzerland;Angola;531.162
Italy;Greece;585.878
Italy;Greece;585.878
Spain;Greece;9959.921
Spain;Greece;9959.921
Germany;Poland;447098.692
Germany;Poland;16362.052
Germany;Poland;430736.64
Italy;Poland;302.388
Lithuania;Poland;171339
Italy;Poland;302.388
Lithuania;Poland;171339
France;Belgium;51226.498
France;Belgium;12741.265
France;Belgium;193.718
France;Belgium;38291.516
Germany;Belgium;80969.24
Germany;Belgium;80969.24
Poland;Belgium;14890
Poland;Belgium;14890
Spain;Belgium;24498.192
Spain;Belgium;24498.192
Poland;Finland;1798496
Poland;Finland;1798496
France;Ireland;1880.478
France;Ireland;1880.478
Italy;Ireland;234.666
Italy;Ireland;234.666
Poland;Ireland;3178004
Poland;Ireland;3178004
Latvia;Norway;441.014
Latvia;Norway;441.014
Poland;Norway;1637457
Poland;Norway;1637457
Germany;Slovenia;65517.504
Germany;Slovenia;65517.504
Italy;Slovenia;216462.903
Italy;Slovenia;190972.5
Italy;Slovenia;18039.363
Italy;Slovenia;7451.041
Poland;United Kingdom;974029
Poland;United Kingdom;973995
Poland;United Kingdom;34
Spain;United Kingdom;826213.524
Spain;United Kingdom;826213.524
Spain;Portugal;542730.891
Spain;Portugal;486600.975
Spain;Portugal;26618.313
Spain;Portugal;29511.604
Zimbabwe;Zambia;9545.45
Zimbabwe;Zambia;9545.45
Spain;Turkey;197.545
Spain;Turkey;197.545
Germany;Latvia;1926.152
Germany;Latvia;1926.152
Germany;Austria;368172.149
Germany;Austria;368172.149
Poland;Austria;28922175
Poland;Austria;10507443
Poland;Austria;18414732
Italy;France;134709.343
Italy;France;134709.343
Spain;France;186837.841
Spain;France;186837.841
France;Netherlands;13327.142
France;Netherlands;13327.142
Germany;Netherlands;49390.118
Germany;Netherlands;49390.118
Poland;Netherlands;94926
Poland;Netherlands;94926
Spain;Netherlands;175376.436
Spain;Netherlands;46617.783
Spain;Netherlands;128758.653
France;Germany;38921.492
France;Germany;15697.427
France;Germany;23224.065
Poland;Germany;47853329
Poland;Germany;77554
Poland;Germany;47775775
Spain;Germany;1113641.948
Spain;Germany;1113641.948
Germany;Czechia;109486.679
Germany;Czechia;59326.415
Germany;Czechia;50160.264
Italy;Czechia;496.106
Italy;Czechia;496.106
Poland;Czechia;33347434
Poland;Czechia;225634
Poland;Czechia;24107795
Poland;Czechia;9014005
France;Italy;1253.652
France;Italy;1253.652
Spain;Italy;9721310.945
Spain;Italy;9721310.945
Poland;Bosnia Herzegovina;281990
Poland;Bosnia Herzegovina;281990
Malawi;Hong Kong;71.177
Malawi;Hong Kong;71.177
Poland;Serbia;455464
Poland;Serbia;455464
Germany;Russian Federation;2894.953
Germany;Russian Federation;2894.953
Lithuania;Russian Federation;144
Lithuania;Russian Federation;144
Lesotho;South Africa;3788.731
Lesotho;South Africa;55.111
Lesotho;South Africa;3733.62
Zimbabwe;South Africa;2647.8
Zimbabwe;South Africa;2647.8
Zambia;South Africa;7245.624
Zambia;South Africa;7245.624
Brazil;Argentina;32500
Brazil;Argentina;23270
Brazil;Argentina;9230
Poland;Croatia;204679
Poland;Croatia;204679
Zimbabwe;Congo (Democratic Republic);22143.5
Zimbabwe;Congo (Democratic Republic);22143.5
Zambia;Congo (Democratic Republic);61571.235
Zambia;Congo (Democratic Republic);61571.235
Italy;Algeria;1784.262
Italy;Algeria;1784.262
Poland;Denmark;1101376
Poland;Denmark;1101376
Spain;Denmark;674097.753
Spain;Denmark;674097.753
Germany;Switzerland;67050.596
Germany;Switzerland;49464.651
Germany;Switzerland;17585.945
Italy;Switzerland;562618.013
Italy;Switzerland;562618.013
Ireland;Canada;34719.213
Ireland;Canada;34719.213
Italy;Tunisia;204784.09
Italy;Tunisia;130556.002
Italy;Tunisia;74228.088
Spain;Morocco;23560.593
Spain;Morocco;23560.593
Germany;Spain;75835.012
Germany;Spain;75835.012
Poland;Spain;1019426
Poland;Spain;1019426
Germany;Indonesia;9587.101
Germany;Indonesia;9587.101
Germany;Hungary;3895.197
Germany;Hungary;1515.145
Germany;Hungary;2380.053
Poland;Hungary;3468838
Poland;Hungary;3047497
Poland;Hungary;421341
Germany;Luxembourg;54470.539
Germany;Luxembourg;44287.647
Germany;Luxembourg;7353.274
Germany;Luxembourg;2829.618
Zimbabwe;Botswana;24016
Zimbabwe;Botswana;24016
Germany;Slovakia;20456.008
Germany;Slovakia;20456.008
Poland;Slovakia;7545349
Poland;Slovakia;5379673
Poland;Slovakia;2165676
Poland;North Macedonia;5500
Poland;North Macedonia;5500
Italy;Lebanon;54212.312
Italy;Lebanon;54212.312
Germany;Greece;3787.862
Germany;Greece;3787.862
Italy;Greece;3772.306
Italy;Greece;3772.306
Spain;Greece;10926.495
Spain;Greece;10926.495
Germany;Romania;45574.12
Germany;Romania;45574.12
Turkey;Romania;137
Turkey;Romania;137
Brazil;Chile;9230
Brazil;Chile;9230
Germany;Poland;424847.185
Germany;Poland;2355.163
Germany;Poland;422492.022
Italy;Poland;40.445
Lithuania;Poland;66478
Lithuania;Poland;66478
Italy;Poland;40.445
France;Belgium;308011.487
France;Belgium;12692.059
France;Belgium;242679.818
France;Belgium;52639.61
Germany;Belgium;146485.244
Germany;Belgium;146485.244
Poland;Belgium;30503
Poland;Belgium;30503
Spain;Belgium;86152.339
Spain;Belgium;86152.339
Poland;Ireland;6449227
Poland;Ireland;6449227
France;Norway;38636.189
France;Norway;38636.189
Poland;Norway;3067485
Poland;Norway;3067485
Germany;Slovenia;67235.711
Germany;Slovenia;1123.136
Germany;Slovenia;66112.575
Italy;Slovenia;322634.033
Italy;Slovenia;292184.914
Italy;Slovenia;13449.631
Italy;Slovenia;16999.488
Germany;Sweden;360241.977
Germany;Sweden;360241.977
Poland;Sweden;2946056
Poland;Sweden;2946056
Ireland;United Kingdom;65647.454
Ireland;United Kingdom;65647.454
Poland;United Kingdom;78
Poland;United Kingdom;78
Spain;United Kingdom;527310.009
Spain;United Kingdom;527310.009
Spain;Portugal;597692.539
Spain;Portugal;546025.468
Spain;Portugal;32857.39
Spain;Portugal;18809.681
Zimbabwe;Zambia;428083.94
Zimbabwe;Zambia;428083.94
Lithuania;Latvia;33713
Lithuania;Latvia;1217
Lithuania;Latvia;32496
Germany;Austria;315641.656
Germany;Austria;274339.186
Germany;Austria;41302.47
Poland;Austria;18381137
Poland;Austria;9467008
Poland;Austria;8914129
Germany;France;15176.336
Germany;France;15176.336
Italy;France;141498.022
Italy;France;136184.127
Italy;France;5313.895
Spain;France;183962.02
Spain;France;183922.601
Spain;France;39.419
France;Netherlands;21877.818
France;Netherlands;21877.818
Spain;Netherlands;138848.728
Spain;Netherlands;45263.438
Spain;Netherlands;93585.29
Germany;Estonia;5609.458
Germany;Estonia;5609.458
France;Germany;25068.333
France;Germany;15338.117
France;Germany;9730.215
Italy;Germany;3958.977
Italy;Germany;3958.977
Poland;Germany;43666945
Poland;Germany;7727
Poland;Germany;8
Poland;Germany;43659210
Spain;Germany;2170713.454
Spain;Germany;260652.949
Spain;Germany;1910060.504
Germany;Czechia;66436.138
Germany;Czechia;11657.591
Germany;Czechia;54778.546
Italy;Czechia;239.561
Italy;Czechia;239.561
Poland;Czechia;31096919
Poland;Czechia;124420
Poland;Czechia;22314697
Poland;Czechia;8657802
France;Italy;11176.914
France;Italy;11176.914
Spain;Italy;15494121.95
Spain;Italy;15494121.95
Poland;Bosnia Herzegovina;115729
Poland;Bosnia Herzegovina;115729
Poland;Serbia;606547
Poland;Serbia;606547
Lithuania;Russian Federation;13876
Lithuania;Russian Federation;13876
Brazil;Paraguay;42936
Brazil;Paraguay;42936
Lesotho;South Africa;15477.95
Lesotho;South Africa;19.445
Lesotho;South Africa;15458.505
Poland;Croatia;29282
Poland;Croatia;29282
Zimbabwe;Congo (Democratic Republic);68048.56
Zimbabwe;Congo (Democratic Republic);68048.56
Zambia;Congo (Democratic Republic);64413.78
Zambia;Congo (Democratic Republic);64413.78
Germany;Belarus;61740.646
Germany;Belarus;61740.646
Germany;Denmark;23449.004
Germany;Denmark;23449.004
Spain;Denmark;821568.189
Spain;Denmark;821568.189
Spain;Venezuela;2296435.397
Spain;Venezuela;1208623.222
Spain;Venezuela;1087812.174
Germany;Lithuania;816.47
Germany;Lithuania;816.47
Poland;Lithuania;21335
Poland;Lithuania;21335
France;Switzerland;10359.054
France;Switzerland;10359.054
Germany;Switzerland;111056.959
Germany;Switzerland;111056.959
Italy;Switzerland;511864.169
Italy;Switzerland;511864.169
Ireland;Canada;77132.262
Ireland;Canada;77132.262
Germany;Spain;277742.707
Germany;Spain;277742.707
Italy;Spain;144.632
Italy;Spain;144.632
Germany;Hungary;6273.596
Germany;Hungary;1514.745
Germany;Hungary;4758.851
Italy;Hungary;1248.81
Italy;Hungary;1248.81
Poland;Hungary;2169579
Poland;Hungary;790255
Poland;Hungary;1379324
France;Luxembourg;1328.124
France;Luxembourg;1328.124
Germany;Luxembourg;24809.787
Germany;Luxembourg;24809.787
Zimbabwe;Botswana;11999.58
Zimbabwe;Botswana;11999.58
Germany;Slovakia;27060.132
Germany;Slovakia;27060.132
Poland;Slovakia;6769453
Poland;Slovakia;6819
Poland;Slovakia;4619039
Poland;Slovakia;2143595
Spain;Egypt;1185417.915
Spain;Egypt;1185417.915
Poland;North Macedonia;5671
Poland;North Macedonia;5671
Turkey;Bulgaria;10985
Turkey;Bulgaria;10985
Poland;Romania;12484
Poland;Romania;12484
Spain;Chile;1387.532
Spain;Chile;1387.532
Germany;Poland;1001325.971
Germany;Poland;213992.768
Germany;Poland;787333.203
Lithuania;Poland;30472
Lithuania;Poland;30472
France;Belgium;1824400.32
France;Belgium;16399.373
France;Belgium;1786295.3
France;Belgium;21705.647
Germany;Belgium;113523.474
Germany;Belgium;46591.638
Germany;Belgium;66931.837
Poland;Belgium;36820
Poland;Belgium;36820
Spain;Belgium;44915.045
Spain;Belgium;44915.045
Germany;Finland;12590.737
Germany;Finland;12590.737
Poland;Ireland;5608796
Poland;Ireland;5608796
Poland;Norway;1570313
Poland;Norway;1569059
Poland;Norway;1254
Germany;Slovenia;43112.7
Germany;Slovenia;1122.84
Germany;Slovenia;41989.86
Italy;Slovenia;169265.791
Italy;Slovenia;118989.932
Italy;Slovenia;5646.859
Italy;Slovenia;19379.098
Italy;Slovenia;25249.902
Poland;Sweden;1053923
Poland;Sweden;1053923
France;United Kingdom;1596309.845
France;United Kingdom;1596309.845
Poland;United Kingdom;2657736
Poland;United Kingdom;2657665
Poland;United Kingdom;71
Spain;United Kingdom;1806425.379
Spain;United Kingdom;1806425.379
Germany;Portugal;15469.375
Germany;Portugal;15469.375
Italy;Portugal;919.111
Italy;Portugal;919.111
Spain;Portugal;485984.232
Spain;Portugal;447263.547
Spain;Portugal;22123.182
Spain;Portugal;16597.503
Zimbabwe;Zambia;319280.27
Zimbabwe;Zambia;319280.27
Italy;Qatar;1852.219
Italy;Qatar;1852.219
Italy;Latvia;777.59
Lithuania;Latvia;5070
Italy;Latvia;777.59
Lithuania;Latvia;5070
France;Austria;19096.055
France;Austria;19096.055
Germany;Austria;280792.415
Germany;Austria;280792.415
Poland;Austria;18011559
Poland;Austria;6139560
Poland;Austria;11871999
Germany;France;26851.738
Germany;France;26851.738
Italy;France;182571.911
Italy;France;168789.906
Italy;France;13782.005
Spain;France;332569.8
Spain;France;332569.8
Turkey;Israel;91853
Turkey;Israel;91853
France;Netherlands;10638.986
France;Netherlands;10638.986
Germany;Netherlands;4772.847
Germany;Netherlands;4772.847
Spain;Netherlands;236476.503
Spain;Netherlands;148315.65
Spain;Netherlands;88160.853
Germany;Estonia;847.573
Germany;Estonia;847.573
France;Germany;49832.633
France;Germany;6270.486
France;Germany;43562.147
Poland;Germany;47881816
Poland;Germany;90134
Poland;Germany;9
Poland;Germany;47791673
Spain;Germany;1483675.467
Spain;Germany;1483675.467
Turkey;Germany;286
Turkey;Germany;286
Germany;Czechia;94713.572
Germany;Czechia;51600.872
Germany;Czechia;43112.7
Italy;Czechia;298.595
Italy;Czechia;298.595
Poland;Czechia;33699238
Poland;Czechia;23110
Poland;Czechia;24467183
Poland;Czechia;9208945
Spain;Italy;10750795.47
Spain;Italy;10750795.47
Germany;Serbia;3223.204
Germany;Serbia;3223.204
Poland;Serbia;9533
Poland;Serbia;9533
Turkey;Iraq;1840
Turkey;Iraq;1840
Germany;Russian Federation;29961.29
Germany;Russian Federation;29961.29
Lithuania;Russian Federation;2319
Lithuania;Russian Federation;2319
Spain;Russian Federation;10557.412
Spain;Russian Federation;10557.412
Spain;South Korea;1650.441
Spain;South Korea;1650.441
Lesotho;South Africa;1996.808
Lesotho;South Africa;98.352
Lesotho;South Africa;1898.456
Poland;South Africa;1081115
Poland;South Africa;1081115
Zimbabwe;South Africa;13959.61
Zimbabwe;South Africa;13959.61
Zambia;South Africa;94.301
Zambia;South Africa;94.301
Brazil;Argentina;9230
Brazil;Argentina;9230
Zambia;India;49.287
Zambia;India;49.287
Poland;Croatia;124987
Poland;Croatia;124987
Italy;Kazakhstan;19583.645
Italy;Kazakhstan;19583.645
Zambia;Congo (Democratic Republic);59315.022
Zambia;Congo (Democratic Republic);59315.022
Spain;China;36.427
Spain;China;36.427
Italy;Ethiopia;16989.628
Italy;Ethiopia;16989.628
Germany;Algeria;301211.887
Germany;Algeria;301211.887
Germany;Denmark;23776.649
Germany;Denmark;23776.649
Poland;Denmark;1990178
Poland;Denmark;1990178
Spain;Denmark;160179.49
Spain;Denmark;160179.49
Germany;Switzerland;72115.248
Germany;Switzerland;62776.787
Germany;Switzerland;3074.975
Germany;Switzerland;6263.487
Italy;Switzerland;643030.783
Italy;Switzerland;643030.783
Zimbabwe;Switzerland;108564.69
Zimbabwe;Switzerland;108564.69
Ireland;Canada;40332.627
Ireland;Canada;40332.627
Spain;Canada;55.98
Spain;Canada;55.98
Poland;Spain;1756175
Poland;Spain;1756175
Italy;Hungary;288.575
Italy;Hungary;288.575
Poland;Hungary;3694040
Poland;Hungary;2932126
Poland;Hungary;761914
Germany;Luxembourg;59053.703
Germany;Luxembourg;57626.599
Germany;Luxembourg;1427.104
Germany;Slovakia;23653.65
Germany;Slovakia;23653.65
Poland;Slovakia;3541846
Poland;Slovakia;115385
Poland;Slovakia;1239749
Poland;Slovakia;2186712
Germany;Egypt;1808.716
Germany;Egypt;1808.716
Poland;North Macedonia;6850
Poland;North Macedonia;6850
Italy;Greece;3237.396
Italy;Greece;3237.396
Germany;Ukraine;1390.835
Germany;Ukraine;1390.835
Poland;Ukraine;2868272
Poland;Ukraine;2868272
Romania;Bulgaria;960.9
Romania;Bulgaria;960.9
Zimbabwe;Malawi;11484.11
Zimbabwe;Malawi;11484.11
Turkey;Romania;135
Turkey;Romania;135
Germany;Poland;424914.169
Germany;Poland;91858.161
Germany;Poland;333056.007
Italy;Poland;2664.978
Lithuania;Poland;46596
Italy;Poland;2664.978
Lithuania;Poland;46596
France;Belgium;724646.914
France;Belgium;559210.132
France;Belgium;110319.047
France;Belgium;55117.735
Poland;Belgium;147649
Poland;Belgium;147649
Spain;Belgium;53197.248
Spain;Belgium;53197.248
Germany;Finland;12457.589
Germany;Finland;12457.589
Poland;Finland;4604585
Poland;Finland;4604585
Poland;Ireland;8823676
Poland;Ireland;8823676
Brazil;Norway;493575
Brazil;Norway;493575
Poland;Norway;2871042
Poland;Norway;2871042
Germany;Slovenia;58030.288
Germany;Slovenia;58030.288
Italy;Slovenia;339358.917
Italy;Slovenia;314629.814
Italy;Slovenia;24725.949
Italy;Slovenia;3.154
Poland;Sweden;1210094
Poland;Sweden;1210094
Italy;United Kingdom;939.838
Italy;United Kingdom;939.838
Poland;United Kingdom;1281151
Poland;United Kingdom;1281151
Spain;United Kingdom;5166045.703
Spain;United Kingdom;5166045.703
Germany;Portugal;48275.523
Germany;Portugal;48275.523
Spain;Portugal;678446.273
Spain;Portugal;617689.934
Spain;Portugal;33966.641
Spain;Portugal;26789.698
Germany;Turkey;49672.665
Germany;Turkey;49672.665
Italy;Cyprus;110306.431
Italy;Cyprus;110306.431
Turkey;Cyprus;156
Turkey;Cyprus;156
Germany;Latvia;6846.943
Germany;Latvia;6846.943
Lithuania;Latvia;12543
Lithuania;Latvia;12543
Germany;Austria;12225.783
Germany;Austria;12225.783
Italy;Austria;10447.029
Italy;Austria;10447.029
Poland;Austria;25065296
Poland;Austria;5595403
Poland;Austria;19469893
Germany;France;3027.667
Germany;France;3027.667
Italy;France;137579.09
Italy;France;118268.25
Italy;France;19310.84
Spain;France;119651.61
Spain;France;119651.61
Poland;Netherlands;100668
Poland;Netherlands;100668
Spain;Netherlands;285676.926
Spain;Netherlands;30896.398
Spain;Netherlands;254780.529
France;Germany;1362795.583
France;Germany;1305988.977
France;Germany;20326.37
France;Germany;36480.236
Italy;Germany;457.304
Italy;Germany;457.304
Poland;Germany;54755703
Poland;Germany;42753
Poland;Germany;54712950
Spain;Germany;1535123.967
Spain;Germany;1535123.967
Germany;Czechia;121138.226
Germany;Czechia;65008.115
Germany;Czechia;56130.111
Italy;Czechia;334.305
Italy;Czechia;334.305
Poland;Czechia;32081840
Poland;Czechia;26363
Poland;Czechia;19486115
Poland;Czechia;12569362
Spain;Italy;17203529.7
Spain;Italy;17203529.7
Poland;Serbia;465789
Poland;Serbia;465789
Brazil;El Salvador;3250
Brazil;El Salvador;3250
Germany;Russian Federation;74936.306
Germany;Russian Federation;74936.306
Lesotho;South Africa;1889.596
Lesotho;South Africa;1889.596
Zimbabwe;South Africa;88506.02
Zimbabwe;South Africa;88506.02
Turkey;Sudan;50914
Turkey;Sudan;50914
Poland;Croatia;92219
Poland;Croatia;92219
Zambia;Congo (Democratic Republic);48173.827
Zambia;Congo (Democratic Republic);48173.827
Italy;USA;8572.574
Italy;USA;8572.574
Germany;Algeria;305536.614
Germany;Algeria;305536.614
Germany;Denmark;40994.779
Germany;Denmark;40994.779
Poland;Denmark;2118964
Poland;Denmark;2118964
Germany;Lithuania;7241.857
Germany;Lithuania;7241.857
Latvia;Lithuania;134958.133
Latvia;Lithuania;134958.133
Poland;Lithuania;183280
Poland;Lithuania;183280
Germany;Switzerland;19242.264
Germany;Switzerland;19242.264
Italy;Switzerland;530730.227
Italy;Switzerland;530730.227
Zimbabwe;Switzerland;236680.81
Zimbabwe;Switzerland;236680.81
Ireland;Canada;38285.444
Ireland;Canada;38285.444
Germany;Spain;598947.084
Germany;Spain;598947.084
Poland;Hungary;4527834
Poland;Hungary;3144127
Poland;Hungary;1383707
Germany;Luxembourg;9199.763
Germany;Luxembourg;2778.191
Germany;Luxembourg;6421.572
Germany;Slovakia;30236.774
Germany;Slovakia;30236.774
Poland;Slovakia;3972664
Romania;Slovakia;860922.74
Poland;Slovakia;33870
Poland;Slovakia;2194979
Poland;Slovakia;1743815
Romania;Slovakia;860922.74
Spain;Egypt;1057751.839
Spain;Egypt;1057751.839
Brazil;Bolivia;9703
Brazil;Bolivia;9703
Germany;Greece;14503.173
Germany;Greece;14503.173
Italy;Greece;505.942
Italy;Greece;505.942
Turkey;Greece;5295
Turkey;Greece;5295
Poland;Ukraine;3460743
Poland;Ukraine;3460743
Turkey;Bulgaria;5728245
Turkey;Bulgaria;5728245
Zimbabwe;Malawi;5884.65
Zimbabwe;Malawi;5884.65
Germany;Poland;544215.529
Germany;Poland;240924.22
Germany;Poland;303291.309
Italy;Poland;131.725
Lithuania;Poland;69324
Lithuania;Poland;69324
Italy;Poland;131.725
France;Belgium;1355315.495
France;Belgium;1354743.69
France;Belgium;571.804
Germany;Belgium;231308.327
Germany;Belgium;231308.327
Poland;Belgium;30225
Poland;Belgium;30225
Poland;Finland;2538210
Poland;Finland;2538210
Poland;Ireland;4845458
Poland;Ireland;4845458
Spain;Ireland;642050.653
Spain;Ireland;642050.653
Brazil;Norway;20128
Brazil;Norway;20128
Poland;Norway;1416108
Poland;Norway;1416108
Germany;Slovenia;78286.301
Germany;Slovenia;78286.301
Italy;Slovenia;106096.649
Italy;Slovenia;106096.649
Ireland;United Kingdom;7930.417
Italy;United Kingdom;622.698
Italy;United Kingdom;622.698
Ireland;United Kingdom;7930.417
Poland;United Kingdom;1466223
Poland;United Kingdom;1466223
Germany;Portugal;913.091
Germany;Portugal;913.091
Italy;Portugal;326.318
Italy;Portugal;326.318
Spain;Portugal;603642.331
Spain;Portugal;558134.504
Spain;Portugal;30149.506
Spain;Portugal;15358.32
Turkey;Cyprus;4047
Turkey;Cyprus;4047
Lithuania;Latvia;1794
Lithuania;Latvia;1794
Germany;Austria;234577.491
Germany;Austria;103409.767
Germany;Austria;131167.724
Italy;Austria;9121.926
Italy;Austria;118.253
Italy;Austria;9003.673
Poland;Austria;17325291
Poland;Austria;3836604
Poland;Austria;13488687
Italy;France;46311.661
Italy;France;39644.602
Italy;France;6667.059
Turkey;Israel;91853
Turkey;Israel;91853
France;Netherlands;127594.696
France;Netherlands;3311.076
France;Netherlands;124283.619
Germany;Netherlands;39752.377
Germany;Netherlands;39752.377
Ireland;Netherlands;61019.906
Ireland;Netherlands;61019.906
Spain;Netherlands;5022195.359
Spain;Netherlands;4902339.421
Spain;Netherlands;119855.938
Latvia;Estonia;18714.734
Latvia;Estonia;18714.734
France;Germany;41461.802
France;Germany;18748.297
France;Germany;22713.505
Poland;Germany;48859616
Poland;Germany;520060
Poland;Germany;8
Poland;Germany;48339548
Spain;Germany;423376.507
Spain;Germany;423376.507
Germany;Czechia;55011.469
Germany;Czechia;19403.926
Germany;Czechia;35607.544
Poland;Czechia;32791882
Poland;Czechia;45096
Poland;Czechia;21824635
Poland;Czechia;10922151
Germany;Italy;3382.926
Germany;Italy;3382.926
Spain;Italy;6835761.214
Spain;Italy;2709.335
Spain;Italy;6833051.879
Germany;Serbia;42435.727
Germany;Serbia;33084.898
Germany;Serbia;9350.829
Italy;Serbia;16144.511
Italy;Serbia;16144.511
Poland;Serbia;281439
Poland;Serbia;281439
North Macedonia;Serbia;292407.92
North Macedonia;Serbia;292407.92
Germany;Russian Federation;13798.543
Germany;Russian Federation;13798.543
Latvia;Russian Federation;7702.052
Lithuania;Russian Federation;705
Latvia;Russian Federation;7702.052
Lithuania;Russian Federation;705
Lesotho;South Africa;62.057
Lesotho;South Africa;62.057
Zimbabwe;South Africa;889251.44
Zimbabwe;South Africa;889251.44
Zambia;South Africa;16.471
Zambia;South Africa;16.471
Brazil;Argentina;11180
Brazil;Argentina;11180
Germany;India;9481.56
Germany;India;9481.56
Italy;Croatia;6138.592
Italy;Croatia;6138.592
Poland;Croatia;91403
Poland;Croatia;91403
Zambia;Congo (Democratic Republic);56805.73
Zambia;Congo (Democratic Republic);32454.359
Zambia;Congo (Democratic Republic);24351.371
Italy;United Arab Emirates;23906.461
Italy;United Arab Emirates;23906.461
Germany;Algeria;281378.222
Germany;Algeria;281378.222
Germany;Denmark;52065.257
Germany;Denmark;52065.257
Poland;Denmark;2436134
Poland;Denmark;2436134
Poland;Lithuania;124225
Poland;Lithuania;124225
Germany;Switzerland;37571.4
Germany;Switzerland;26674.789
Germany;Switzerland;9330.717
Germany;Switzerland;1565.894
Italy;Switzerland;661422.133
Italy;Switzerland;2679.259
Italy;Switzerland;658742.874
Zimbabwe;Switzerland;215035.75
Zimbabwe;Switzerland;215035.75
Ireland;Canada;50226.409
Ireland;Canada;50226.409
Spain;Tunisia;3131.156
Spain;Tunisia;3131.156
Germany;Nigeria;16664.56
Germany;Nigeria;16664.56
Spain;Morocco;828988.593
Spain;Morocco;828988.593
Germany;Spain;897.875
Germany;Spain;897.875
Italy;Spain;405.121
Italy;Spain;313.179
Italy;Spain;91.942
Germany;Hungary;18267.806
Germany;Hungary;18267.806
Poland;Hungary;4812005
Poland;Hungary;2982606
Poland;Hungary;1829399
Germany;Luxembourg;22873.545
Germany;Luxembourg;20758.87
Germany;Luxembourg;2114.675
Germany;Slovakia;28660.17
Germany;Slovakia;28660.17
Italy;Slovakia;599.062
Italy;Slovakia;599.062
Poland;Slovakia;3867912
Poland;Slovakia;79450
Poland;Slovakia;2058781
Poland;Slovakia;1729681
Poland;North Macedonia;6314
Poland;North Macedonia;6314
Turkey;Greece;7105
Turkey;Greece;7105
Poland;Ukraine;3227850
Poland;Ukraine;3227850
Turkey;Bulgaria;7905654
Turkey;Bulgaria;7896336
Turkey;Bulgaria;9318
Zimbabwe;Malawi;7315.19
Zimbabwe;Malawi;7315.19
Turkey;Romania;555
Turkey;Romania;328
Turkey;Romania;227
Germany;Poland;513797.117
Germany;Poland;173332.973
Germany;Poland;340464.144
Italy;Poland;11748.515
Lithuania;Poland;8260
Italy;Poland;11748.515
Lithuania;Poland;8260
France;Belgium;968564.34
France;Belgium;947394.602
